PROVIDER,LP,PROVIDED_LP_TOKENS,WITHDRAWN_LP_TOKENS,BALANCE
terra15cvsu779jlcrdj0cp7nsvn8uf7ghfcca9x3lkw,loop-ust,10582387,10582000,387
terra1qzc4efn6e4p7z0hxuvgs2am7zlxm4aad0zs5ag,anc-ust,163818421,163818000,421
terra1nnqf3lz2hshyaq308we7rtxksmk8rncm0ajgtc,loop-ust,420141120,420141000,120
terra1ctcckvyn82dhrdmlutal420k8xsnunfadkujrc,loop-ust,107262973,107260000,2973
terra1d2h9n5uj0s4uzql7z7a8anxl6x0ydywafsd8xx,anc-ust,389479780,389479000,780
terra1w99xpz2ewz29updeehp5ejdavngxn2a73tx3lz,loop-ust,3148540267,3148540000,267
terra1znzrm5mvc0spd6sxvr42zvkac8ahkewmjtmwye,loop-mine,193954810,193950000,4810
terra1zcgn8df040auht6yxd85nm7schq2jt49qjzlmw,luna-ust,20394318,20394000,318
terra1mukkwus0hee7uqj5d204hy728jq5elralke9ma,loop-ust,9237856,9237000,856
terra1dxm8yy0ahva3p9rhqmj638gykuv4rwg4r066v9,loop-ust,18865851,18865000,851
terra1udjdsl86w26jlyddhw37gs0jsmu0gmkfep788h,loop-ust,2855828,2855000,828
terra107cxdjpfsmfgy3t78cpqtpu7mqe3c6j59hlahg,loop-ust,10507957,10507000,957
terra1uk8nxyx0rr3myt5j4fkr88g7z054a92sljqp8y,loop-anc,2069098,2069000,98
terra1822xe928640phldkhg9up0eyk6a070jp69xvnm,loop-ust,364824772,364824000,772
terra15f3h7nzq4pqa7cthttg86dmapk39z0wzqjmxff,bluna-luna,99146082,99146000,82
terra15g24jah2t0hr459expkm2tj3d659uhz58fes7d,loop-ust,5153701,5153000,701
terra1lduyfy6edek6xavs76kuew9zptul5xt9jv6ql0,anc-ust,20860389,20860000,389
terra163uwcre6vyxxrh845s25zmakdr53apfnapq4sk,loop-ust,147158241,147158000,241
terra1r8jht05uz2407mf9vqshenc2cdtgz0lqh4n4r2,anc-ust,740697879,740637000,60879
terra1dex74xxnygpl3y2h08xq55vz47829eqzpr0qes,loop-ust,2224983114,2224983000,114
terra1pvrmp24dqcnt05s6uapy4vx6nqyl29cc63dsft,twd-ust,2186949151,2186949000,151
terra1xewsshzn56nvdhym4h6hrj0j5k2372pj8azjh6,luna-ust,55070631,55070000,631
terra1jymm3hnevnrskq0gk8jv47z66wv2g4v8lu96hw,loopr-ust,11870216,11870000,216
terra1u3prputlxv54yw9u45qh5khw4gkz9ykmt9s5vf,loop-lota,2138606754,2138606000,754
terra1ve0mch3rhze6apf8kvtls7puvpt6wdj59xsy5d,loop-ust,4995003287,4995003000,287
terra1w4d283phdn8tyhr5js2fghgs5t46693qevg2nd,loop-ust,1026560075,1026560000,75
terra1ajl9gzgy62ewj4luctm2jxw20n83fppgc27f67,loopr-ust,942722241,942722000,241
terra1we55evw3vpjzm8m2ncagrlsesgkkcfda6926e5,loop-loopr,4471260939,4471260000,939
terra1lnf7qytuqky84hz6tncde2jm7yqru60g77rln4,mine-ust,23454689666,23454689000,666
terra1tzxazvpy256mdgzw9hgg49mlujtk27gt0el45q,mir-ust,116929397,116929000,397
terra163kv7wvj23drgp0uhykdf9mt7da2d4ayffkw3y,loop-ust,10787231,10787000,231
terra1kmg4u06m8lv86kdxe7c54y33f70xdvjdq2dmeh,twd-ust,68120921,68120000,921
terra1yzkvucgyds263ev0t783vjz5g86sdtk6zttyye,loop-lota,115921222,115921000,222
terra1tsa9whxqtyd7wk4064v7y64437he0q40d90uz6,loop-mine,42566531,42566000,531
terra16ykx6f75chx3e5qv7z2xu9ljmy0kxac99yvqd9,loopr-ust,78778454,78778000,454
terra1l8dq4k2xgyvfj95etfrujd8fkkm3hkydghcf3c,loop-ust,350239077,350239000,77
terra1r086c539nhw5t6khsjy3xe9x3s9f6l5v9rdz9x,loop-ust,231883701,231883000,701
terra15kf8wyw3cc6p37qpmmjtacrammdmpkf3etfca4,loop-loopr,2461049077,163114000,2297935077
terra17wwpmv438w0u56qmqlftvqtdz4z4n0jge5msr0,anc-ust,1899284876,1899284000,876
terra1gu4z5h4k6umudeayggdaa7tpskcufuvxq8u6k8,loop-ust,203117603,203117000,603
terra1j2dv35a8lv7g4h4qtkcnwlluyyfumqklkkjshg,mir-ust,37858695,37858000,695
terra1zz8v68hjuh4dr0e79xgmwtf2msf6yyfkf6eml8,luna-ust,185754273,185754000,273
terra1sc37wrye8vjr044ulgtu5azdym0dnffgvc9cvh,aust-ust,60138235,60138000,235
terra1rjkxx60lm6vy67alw0ydquc7gr30f6pm4ap2tm,loop-ust,2121381,2121000,381
terra1dyl28v697m0zgv3y2x760sczgpp6p9xuk0x9sl,loop-ust,88098117,88098000,117
terra196djkp92vqk7pg0z009xs5q8uk5ezgj6qs327p,stt-ust,253889443,253889000,443
terra14rhxm5szhwg3rdzq3yc46vpjhqfsfuupn92yfc,mine-ust,675992150,675992000,150
terra15tynl4g5e34u3dktv8vl97zvzqz037340k7asr,loop-ust,187467239,187467000,239
terra10d5lgphc747zxeg0ysc0vy8ckjzf39nfaw0t4l,loop-ust,189499344,46133000,143366344
terra180478vczlw6062vs96zd20z5y8jtcsm2cyg8ge,mir-ust,882280465,441763000,440517465
terra1mlwdsp2n09hvhsdx7p3f9kj3zpdstrewgxxu56,aust-ust,8946462,8946000,462
terra1h7xez5tcvdaxyl3gv6mwn2yphmyfreks8akp8h,aust-ust,888791843,888791000,843
terra1xvgn3gr0xcedl9l5jsfff6ghy4y6dk56zd8ysz,loop-ust,17659815,17659000,815
terra1zgt0m3v7fd463y9vtqmzesxsuuvrf0nr0s87px,mir-ust,7308967,7308000,967
terra1245kv6xx5qgflvaylm5g5h64a82flt2rwaj420,loop-ust,4849066,4849000,66
terra1ze9xcp49vkn260f7aayyrmvqusvp03mhshyy50,loop-ust,137580031,137580000,31
terra1fge9l32a3745r6z353wymdylz8620mjljvl0aw,loop-ust,296504879,164848000,131656879
terra1zxz08j4qy2pl4f7mfk4tle7lvnk00jckr6k20w,mir-ust,138604837311,138604837000,311
terra1hc7rvyzt37vu3arl3y3625e70xksmtwj0qkzv3,loop-ust,7995968,7995000,968
terra18dm7yqg606lfgh2r6nmgfn20gnwuwhww94hev4,loop-ust,5702410065,5702410000,65
terra1er2nsdte5cv24nqurdcjepq6y0ck6rszhckewk,aust-ust,3402812390,3402812000,390
terra1y945wth8wmycp0ewl95cwdppcg648xgc5ls680,loopr-ust,1616726524,1616726000,524
terra1y97j3ka8e0wsk7auxs7vjfxwtw3nuxmxzqqq6q,loop-ust,14104440,14104000,440
terra14eyhmuyaulcxz9l8qd8q8g5n79zhzvfjy8ghun,anc-ust,250580113,250580000,113
terra1c3nheuru0lsp24f427jt8rzdauhp0etfxrhtv6,loop-loopr,364302600,364302000,600
terra1523n5tgm0twejfa8hnrpm5ryf4rznkpp62xhsp,loop-loopr,89870511,89870000,511
terra14m97zejmhx9anfep2jpkmnpuggxx8gahspqld9,loop-ust,169112925,169112000,925
terra1ny955x975dpcnyajslyv7sek8yh7ycycj7ynfn,loop-mir,106923318,106923000,318
terra1z066lxy9ydg3ln8lq778fa77a0fkzd3l8q5twe,loop-ust,234027484,234027000,484
terra1mh36avlmupds95gcqwalfrn9rzttcykr7p7nuk,loopr-ust,14847758,14847000,758
terra1ks8qnyyprnjt9alxk9j98hm60a4522jrhc2avx,loop-ust,47477866,47477000,866
terra1s7nxlep2jyux6p7pcpwqhlem7g6guk99c5dyvz,luna-ust,1128999358,1128999000,358
terra1jdz7qfks2atr90w3m4dzpafmpqffesklxw67q3,loop-loopr,43535538,43535000,538
terra17ref79a0lqc772ufjc527ztv9gfdld8qsc69ad,spec-ust,53443332,53443000,332
terra1rm9crml9n58ex2eyuxx9wlnep8jgynnw38tptt,stt-ust,6889095,6889000,95
terra1rscs77p4tencvqa72c0le9aqe5vtrqtnwdwymv,loop-ust,14294708,10000000,4294708
terra1yhh0exxtgl3u4g0t0cktxpvhdhsjjgs4ju7vvt,aust-ust,1434635979,1434635000,979
terra1ufw2d3h2tx07ha58svv0z62sks770ffq3vhwyx,loop-ust,44733269,44733000,269
terra1fwvpwm6rt70jv43ma39kglscnry8g0zpys8v7y,loop-ust,8005636026,8005636000,26
terra137j4j0f0n4lg69vswqq9dgy8eh7h68c0z4ydn6,loop-ust,7563692,7563000,692
terra1mvq4q0zepjp0td42apueawacx86ryltx56fe4p,loop-ust,1025740929,1025740000,929
terra1mderj5px573t0gpup8rjwjmuwlru6ykd2a5suz,loop-ust,544260833,544260000,833
terra1kg0qy2kz88nwh2ev5cx4mt2mvqyljrxe5vvks9,loop-anc,3113635,3113000,635
terra19yj6aatshhwakrekrqjc2e62429wwn34fy407d,luna-ust,41799588,41799000,588
terra1zlszngg35xmhzyjlzj8je52h3jdf6axstjptyl,loop-lota,8268396,8268000,396
terra1xu72h0ck35whurzxeqdjqkfqmfw3fr6tkc46pa,loop-ust,214806991,214806000,991
terra1vgxkllxhe4jtq3hg95ae3h0uwfxwg73s53zfde,loop-ust,7140948,7140000,948
terra1997dswkl2t3tpmqxhat52cyyz9ssw8pamgq4mr,loop-aust,407616242,407616000,242
terra13xzft44k7x67zahkddmrrwf2p70y0ckqzgwl5y,loop-ust,49177371,49177000,371
terra10kgvv2ve7cygpj587u86hahw3ac5w9svxs6tyv,loopr-ust,32306461,32306000,461
terra1rf2mjnqmx8xjw409uer3k5yyh8nzqhg4xplukk,loop-ust,11642065,11642000,65
terra1t4nffa4jw04vth4w4dxkdcf9w32hysaufrzt74,loop-ust,397114763,397114000,763
terra1zhxk3en9ptmew3hnpj0dglvhdlrkyxx5fh3pqa,loop-ust,8819800,8819000,800
terra1gtwthyqqxr40e2zvft5uuvnlhwwewsny7cuqkv,loop-ust,38552081,38552000,81
terra18vg5jr45hr0mfkwpfe207s6h68halla9z6eqe6,loop-ust,17622740,17622000,740
terra1qults5acsjf7pdftzjgcfm6z0gec57mrvnt870,loop-loopr,360836742,360836000,742
terra1c84l8l9nnw2kwrdflzf9jtjdsv7yunrha6khqs,loop-ust,396032188,396032000,188
terra1kut2vh6t2afxwxkw0458rrzjfjsw0z2dwzg9qu,spec-ust,25362067,25362000,67
terra19jzukqc2x7z4a3fmxvrle9wq8zqjcuv279ua4l,loop-ust,90671916,90671000,916
terra1htamz5c3jyrvkydq6dxpd6vgfucd4lyqfr8an8,stt-ust,34991168,34991000,168
terra1deyxue29t6m2dlkmwmyekf3ftdm2c2dfyxx8nc,anc-ust,59985003,59985000,3
terra10nqyv6cpm68f8wj4qeu5d6g6j85449at250g2x,loop-aust,1008887519,1008887000,519
terra1yrfux2jzyqf5uuf6j7k7rd5d82lnfhhf0dv3az,lota-ust,40953007,40953000,7
terra1c5cz7j6ak0melv237dmaa0mm9avwk7llad5ck2,loop-ust,36952203,36952000,203
terra1vkyz5n7tgcw3jszm2savxzkmvw7t7mygd79hhv,loop-ust,634317964,634317000,964
terra13sq3zm8gt329cvtq48s89krl0z32wwq3gwz7cm,luna-ust,497967917,497967000,917
terra1m0hamqk4m0svg5qc00ygz73fzku8yfhvcdcs78,loop-ust,5358741,5358000,741
terra1t7vdl2ndwpkrzwmn0jxhznxp7yrdfsr0l0e970,loop-ust,10260099,10260000,99
terra1v9ezsja73azc6225wx0qvt3catjwrgqpczmka9,stt-ust,3834554,3834000,554
terra1x7r0n675p2r76dn2w3d32n4cyxhvsujgsurnva,loopr-ust,7884342,7884000,342
terra1sffx8xhyc6twldvspgeamhlxzrzzg3p7yvz54h,loop-loopr,1727391040276,1727391040000,276
terra1uexj25srj2905vtf9ef99y8zflwsychlw8w5ac,loopr-ust,9668373786,9668373000,786
terra1d92rkzuushy3fkve2x3lljjffw4r82j9arqnxw,loop-ust,720541985,720541000,985
terra1udjjh25rq57amwl0qpa2xjdflu3a87efw90gh6,aust-ust,2789013007,2789013000,7
terra1ght9drk0lvzf2zyeaxx6vq2fv3wmmz7fksphee,loop-ust,101887214,101887000,214
terra10mqxtnvqh4lc3uhpwgv2kw4c7gtvmrstkxw0xx,aust-ust,34888099,34888000,99
terra1t3uktf0sgdsxgaq9fm2g94e5plsmugwdjrla0d,loop-anc,2949090705,2949090000,705
terra17cm77e606sjmyyx3c6kk4v2p090fsza363gasx,anc-ust,279814094,279814000,94
terra1ls940q82lag2wzr9ll0h430csd8ftklk60775e,loop-ust,362067172,362067000,172
terra1dsz5zapvdzfuvj8qrj708kc3jkugxkjl5vg2yt,loop-ust,1016427860,1016427000,860
terra1xr98zv9w0ut9kescg6rewe2vsv0dvk3eyl2sru,loop-ust,18667216,18667000,216
terra1rycf2ealas4klj2szcj9ydu7svnsrk50r2gxzr,loop-halo,737041094,737041000,94
terra1mna02g353h929g4yj5x8u5603427c562ues7xh,twd-ust,401980487,401980000,487
terra1c2usq3wd22lkt67n3cp5qayx0yghaqlngz44g5,mir-ust,5671014,5671000,14
terra1c07d59jze4qw4ltmudul7dthdyt4txzr8pdxk3,anc-ust,86505271,86505000,271
terra1m878jy4lzc8zmq9ulajvhkxx49ymmtegu3d5xt,loop-loopr,80442089,80442000,89
terra1pdp2m9qkz46yur44z5pjtdyufmfspahcy6mct9,loop-ust,28827624,28827000,624
terra1dcmeu5jplpwvjcfw4kevmahhzvda9695w8u320,loop-ust,5349421,5349000,421
terra1slephfpqt6xglgj97xe82dh6tazs9d5zwelx9w,bluna-luna,132067682,132067000,682
terra1tw92r0d597hwajdqc9gkkaru2snmgg06ecycg3,loop-ust,110509412,110509000,412
terra1ljhyy88c7epkz33mpq6s5msze7ts0js5nqzt4p,loop-halo,176785609,176785000,609
terra1dgpatkhv8p08jepl4j497c9wdysrhrs2fes2md,loop-luna,203466703,203466000,703
terra1hclhf4rz8jz3qqky0dd8av74ucuwy935grdyyz,anc-ust,28285303,28285000,303
terra17uwzuplgw5ag0jx8rdtaa8568r6tnmyns3h687,loop-lota,813317423,813317000,423
terra1suugpavg9g7wkvyaekmukzssd3vaumery0n29z,loop-ust,4673824215,4673824000,215
terra1tgkvdjvgq9wr90ecgjcu6378hmwc2pwyyv9cvu,luna-ust,16132099,16132000,99
terra1u33s2k78ws2p3tkcghw9pwjgg880jj0h3f0uu4,loop-ust,35712486,35712000,486
terra1lwfse7qwr9fcz999drwdgm5ze23km09xuppasd,mine-ust,220871620,220871000,620
terra188qaujdxeq3a9f8ekggzvs73qxjyvqt83smeft,anc-ust,143010466,143010000,466
terra1w7pm0tu49gr85zd906e2wl5ufcvyrg9zu68j26,loop-loopr,10036455280,10036455000,280
terra17c9ajw042v4kn5dzrw8x0ua75ytqaytr4r3ygy,loop-ust,1612134228,882193000,729941228
terra1fla0sv6ecp0tenzav96xn39lten4rsmjupnwx8,aust-ust,446388852,446388000,852
terra1cz2wxvymtnh3kpq7470xd0ry0e86kv8uqh0wl3,aust-ust,1200763836,1200763000,836
terra1jc6hhc24mn2cs2c0r7q3djwgzhcx5ygflq7prh,loop-luna,28458359,28458000,359
terra1yv7w06u3scjhznfwcfa995r23mw5zk37dawc0c,loop-ust,7839557,7839000,557
terra14pyaylv9lw3s2pn9dzkxs2xvt4pmfppe34gdl4,bluna-luna,20637200,20637000,200
terra1f55mf69r4tveagtyuhc0arpx5eefg8g830glnr,loop-ust,9187517,9187000,517
terra155ev4kupuzhf6lsckrtdyr2j5nqs5u92gpgp8c,loop-ust,481092376,481092000,376
terra1e6t9zf4s8nkwppdrp3umjrhgujn6pkr9n6d7yl,loop-loopr,89753892816,80838814000,8915078816
terra1vm97e7rx56xexe3p556cwq25q0cnz4qm92k8ay,loop-luna,3998206,3998000,206
terra1h9lugxqhl6d7kj626hjtgmwu8dyqpmf0ptqsq7,mine-ust,148930277,148930000,277
terra1e0t8vpjltsc5mkjckx058z7zexrxf59nug23ma,loop-loopr,10756268565,7202000000,3554268565
terra1ya8sjd6mztul7ad2kq7dse5gz2qmqsds7tn9z7,loop-ust,487431661,487431000,661
terra150k5xcwhuvegyjz9tnw0sr6y9y7lz5rrq0xx6x,loop-ust,442845611,442845000,611
terra1xnmq45nwvffyaqytak9x6g0jacnq78hprttus9,loop-luna,12281652,12281000,652
terra1uz0swpljety3htpwuwpehr8xutrqflelncahhg,loop-anc,458265143,458265000,143
terra1rqugz5s7c5gp6nxfr54lqd893gu6qcj83p85zm,bluna-luna,259096201,259096000,201
terra13r6tcnut59gnspad6acajwk57hrjpepm2r4zc3,loop-ust,4747671,4747000,671
terra1vllkwfe5l4rwue5hegtxq6zl8eu6jk4wxzr7fp,loop-ust,207556721,207556000,721
terra1l4d7mr657jr2ccm96yzq9fumcx3sxfeqqajgc2,bluna-luna,5330112,5330000,112
terra1vx6e3py0s0md6keg4cqhsg4hcnkh9m3d2pmzs0,loopr-ust,21437086758,21437000000,86758
terra1894n2ak0ngt0htyutg9r8ceukp5686rknenega,loop-loopr,82531894023,44654082000,37877812023
terra1rg4ra3xrew5ksjvavh7h976hcm9xzag8gj9922,mine-ust,2465563044,2465563000,44
terra1gr4jkynql6ma4ygj9mt843jxwqrfgm0trf4ljx,luna-aust,348533907,348533000,907
terra17fcr3m35nayq9pge9fxdhpfpfuxxmjrg0nw85j,loop-ust,7957408625,7957408000,625
terra1pa4gmyl9ajwnrzr0753ex83cgwed7pul5tvldy,loop-halo,4608535520,4608535000,520
terra1k5y6sgv7666xp88tpk2vf95fwqgysugk9t80dz,loop-ust,4210014,4210000,14
terra1mzqhtpdsgtey3yntcxg29ps6zex52rccxu6r8k,loop-ust,94787067,94787000,67
terra1azgwlqywlg8tjynreewqam4j4ws6zrx7sj00hv,loop-ust,8212229,8212000,229
terra1dfpuswl9jfrqzq2a8vetldtw6tvrqt7rztthwd,loop-ust,121633294,121633000,294
terra1wwshahmdctm8scaanf4xa6ml0q6p976u87nsrl,loop-loopr,7095703186,7095703000,186
terra17cyfd67kzxf5q653wmwajgumnkctfde8qua5z6,luna-ust,78396050,78396000,50
terra1l0pazxfxgta88t3d5gw2c6xa0kazf5h752xjgd,loop-ust,84575309,84575000,309
terra1vecksldn3apr34tnmh0skqpzx5ahdmvdtgda27,loop-ust,11799942,9822000,1977942
terra1hx9ksa3wt84ef32jkgzsyr84e4vyz7fn6zxs0s,loop-ust,7085136,7085000,136
terra1t95eetsjfr8g2cnrnmcqlwl5qlppxpns406qlv,loop-ust,8865102,8865000,102
terra1qsyvrv6yh0awalx446nwtnt9juyruk2qdgfg9e,loop-ust,69115339,69115000,339
terra1alyp9gq7xu4synxdyh4ukjk66zfhhlxc0nj9ph,anc-ust,19749965,19749000,965
terra18lw94xpdryypezcvu8xkq2ljkhzlwlkxqahcsu,mir-ust,1756401461,1756401000,461
terra1uzwde6gq6lxz9evyf7c9xjct7rdumk3zgmk47t,loop-luna,9030396,9030000,396
terra1fpkt8drzu9kume299fqmurfa09qtssztencnkh,dph-ust,620233665,620233000,665
terra150v4wusx8pl4k6k43vymrq2fcxfug8sttqzqqr,anc-ust,166042218,166042000,218
terra1pxac26uz9rr76svs27nyy0pk5akvy5cp7yvklv,loop-ust,47148671,47148000,671
terra1j8tzpsszt6ywky6gj2c76rdxsx0rph7umrd6su,loop-ust,87223287,87223000,287
terra1u4ysa73tkxv8p30er6kpy4c7whndgga46gtg38,anc-ust,4791503623,4791503000,623
terra14prmtxsv3hwh2w0n00pchu6kefmkyrre4y4mwh,loop-ust,65643917,65643000,917
terra1rvq7ad8glqp2ex8nry7nvvgrh69q5yd50hx3g3,spec-ust,940635982,940635000,982
terra1uangm0d8dh6zl5mpcazuwvwjq6n9j3w20m749t,mine-ust,1533414163,1533414000,163
terra1jzu55cqj6vfvrh4ygk2kr6tct30r0qvqh7yqmx,loop-ust,71973021,71973000,21
terra1ccqj26zumsdjc4zspcm7swgzctc0ghkpwcyruw,mir-ust,2404012,2404000,12
terra198ejlfn94zxmar8l9pkl2j2sn23ejlsq0z08na,loop-ust,9086767,9086000,767
terra1marp87z30n7c4kasuy23kl4hfmakcn72revkhu,loop-ust,23541242,23541000,242
terra1dp86239x4dsvsnryflw6e7cu9xlcg43qnp7s3u,loop-ust,117866291,117866000,291
terra1yqrl3y5tpgv7wnp5c3gta6edmwxy3jehjev6ql,mine-ust,446696269,446696000,269
terra10y4vyfs3e7ammzqralu7fymavgufpcf3splzt5,anc-ust,59825668,59825000,668
terra1y9ma5e9td5pgkdhpq5t4m7ka9pxg9u0tvns9qd,loop-ust,1068721952,1068721000,952
terra13szg0lsygrdcmx7fqk39feka4juzyapx798ex2,loop-ust,2144378,2144000,378
terra1mx7hh8ptzyx9xtkdtuganrtce2h2tnk6zzefme,luna-ust,64407511,64407000,511
terra196djkp92vqk7pg0z009xs5q8uk5ezgj6qs327p,mine-ust,44113388838,44113388000,838
terra1eq45lzd0299wehcg8j38x3dyrelzqqjh6y6h6e,loopr-ust,10949226541,10949226000,541
terra14ww79dld9gxuy6kxwd8gv9q4d7hm6u5zg09qrn,loop-ust,164507323,164507000,323
terra1la5y8lwspl8unl8tndksxfkkq9d53gcqt2937e,loop-ust,5352811,5352000,811
terra1frpawvy7yfs0p5m3kq8jym47xzfmpze5vp625u,loop-ust,351208389,351208000,389
terra1pkw8gadty9e35fyujqapjkkak5xn3pqszx7jks,loop-ust,25869839,25869000,839
terra1z77yar2zfa3gdzyn307ta597smgxgugvep6g7n,bluna-luna,94734787,94734000,787
terra1nkv0xdph5caqjqnpqgkhm3c239ddze2dhn764n,loop-luna,8865277,8865000,277
terra15z56htrnxt5e0za2f23upymm89cjc7ppwskhsc,loop-loopr,1454678974,727339000,727339974
terra14dx5gp4cchn048pvr8uugaxftlk309xczc9rd6,bluna-luna,10026616,10026000,616
terra1t5fvzdkv3jve5s3ueh9usd30xmsd7jca6ewlls,loop-anc,3953976,3953000,976
terra1lv3pt2rjw7azeeszfgd7wtlaesdxn9arq2ddsa,loop-ust,25837157,25837000,157
terra1d89cmg9wv9k2vujkhsn7wl9w7c88st2ufh2kaz,loop-ust,18975250,18975000,250
terra140vscykjscfxcqmmzc60nwguv0v6ke6hfv5yhr,loop-ust,4473690,4473000,690
terra1aqttkceqvxecrt5w3n9ujyed0sc2f9tm4qx0xu,loop-ust,752069045,257052000,495017045
terra1h4wwplxaggvac76pldq0fz7x5h8dff78pkf6fj,loopr-ust,41373858,41373000,858
terra1zvaahve6x0h7lxav8yusssqnnlz9u2x0g7e3y7,loop-ust,509307777,509307000,777
terra1lfxszk7w55lylqkl2llrrt3y5mjy0tf5tdnyth,loop-ust,8073277,8073000,277
terra1aul0a0nnssf6zhr4vr4rqlpsjmswk9n494g3q5,luna-ust,220092792,143449000,76643792
terra1nkv0xdph5caqjqnpqgkhm3c239ddze2dhn764n,loop-loopr,694691514,694691000,514
terra1rrljzp9j7t8wplud77ytcwyg6ynk9zhhnhurpe,loop-ust,45893095,45893000,95
terra1gdtsmjs3cjpr044e0d83mkcl8g4vdqje25ucrd,mine-ust,19906510436,19906510000,436
terra1eh5a3nrl03rt4uulqumtn5p4jtlsya50le6u3p,loop-loopr,2325603788,2325603000,788
terra1gjha87t5x69e5tkpkmg2d3374le7l92knn7yfq,loop-ust,24307674,24307000,674
terra1w83atc8xpgh0tc0g5krk8cktg0zwrg7ejuprn6,loop-ust,27097399,27097000,399
terra1z9l7n6wx83svfqkxa2q782vm7ec0fkrueqcn4j,luna-ust,372039436,372039000,436
terra1rwgk5acr8x9fpz3rjv7u0d09jqvpp54a9cd4dh,loop-loopr,12962363703,12962363000,703
terra1vvyggk07mgv0m9kmszq4ftwmgxpq7h2m2m3hgs,loop-ust,5483537,3020000,2463537
terra1s4e02v9077nkl2j9wpk5u5had84p5re22tm5we,loop-ust,292750002,173949000,118801002
terra1lc2nj7nfhcvl8ytqxy6ccasenu4et7e5t0w4k9,loop-ust,66422759,66422000,759
terra1clp0wlrxjpxjs960yz4ep0h433zckdjtcpjgpt,loop-ust,526586765,526586000,765
terra12fdsdtl09qwrtq06zs349u6law4v77x0wdlnn9,luna-ust,40823634,40823000,634
terra1kxq23486jatzg2953f2p34ewsug4wrlneusva8,mine-ust,8282837,8282000,837
terra1yyteyskcsn87h2zlae3damr6ngex852fe50wm6,loop-ust,2421270,2421000,270
terra1ejem30f97a2tuc6mrs2p9pp2hwnwqhg48jz3jg,loop-ust,53255462,53255000,462
terra12kyuy4sqrjwxpq6z5qp4rn6qhh0hd8y23g49lv,spec-ust,4180179,4180000,179
terra12xgs0cdh5jl3exc9jf6kcr3cdpgnpt7udh8tnv,mir-ust,3754891509,3754891000,509
terra184249he977u7hg2ck7ac479e8l4v23gmftzmua,spec-ust,216739342,216739000,342
terra17mks8z3e3jr8xfz8u0luvj2h392zwuzx57kucs,anc-ust,187750104,187750000,104
terra1ne6dsyn48vajnukxq06zkuzjsc35j5ngcrhayl,aust-ust,182319744,182319000,744
terra1atsjmssvcy4598w25l43mm6yj64prcref67zuz,loopr-ust,170032363,170032000,363
terra1uympdefyt4y06ecsuc74vn8du40f4vpyqdyhf2,loop-loopr,1404788945,1404788000,945
terra1076ntzhjzdkk9wv2r3xyn72j24u0xrmsetl52e,loop-ust,1509575,1509000,575
terra10qdt964netzczs5hv34nctqfd5vv5q6muf3mmr,spec-ust,805328970,805328000,970
terra1vxczk7fypywlr75prpkf05a4yajql29wzq4g7x,loop-mine,498446169,498446000,169
terra1nutcgkuuzsyhyymtu0ww5q4cv7h0mv95n6j6qw,loop-ust,132867426,132867000,426
terra1m6x8ydl7madx7jtgs3hq4h5u6e7d7fuuadytz8,loop-ust,97993781,97993000,781
terra1xure5cxdvf4hqfc4kz582kl38xpeldls49la7g,loop-ust,5366662042,5366662000,42
terra1ssrymlawz5dtdza5h353gye4fwrssynjnc5l5l,loop-ust,4236218,4236000,218
terra1sur56hk8hme0qag93lgwnwkcqs8trd25gysg38,loop-ust,3625405,3625000,405
terra123f3ksukk60qsrp24577hk7dmgg8y9n944yxv6,loopr-ust,20974688,20974000,688
terra17gcyjrwpzh54y0jn6wk2l5zjfj32c64zgracg9,loop-ust,8817938981,8817938000,981
terra1q97dyg5yqelfxh7elymp5ugqep546uc9ztmysr,loop-ust,84083483,84000000,83483
terra1g89p5238xqelpagl4jg64tqs3g359k2qdvtcdh,loop-ust,9357955,9357000,955
terra17dhel6tawdw6d90esax8nst7twl7uwx2pqg2uz,aust-ust,671077880,671077000,880
terra1dw4ndydy02jmhs8a4ds5gug08twh36ssdnkjww,loop-ust,43280481,43280000,481
terra1u2zynda33t56rz9zuzce6rycnc3nz3nlclvpun,loopr-ust,5570217,5570000,217
terra1epywsmjq5zg5rjyp3dkgekmnxpularqf3sey0s,loop-ust,26099688,22421000,3678688
terra1p6r2kk482ahfdq220el08pwlgg4dkeknt3afwc,loop-ust,1908689,1900000,8689
terra1pwnapl6yl07pzjcvundc9x4en6cjs924fjeve0,loop-ust,5182445840,5182445000,840
terra1zqzw5h98w9rfz88mk97rum7wvkkxjcmj5p66f2,loopr-ust,777198395,385270000,391928395
terra1menyrav8sj2h2m046xq2qeqslwquhmvvjq4j5l,loop-ust,516542343,516542000,343
terra1qgdfc4tmvyntms27rechmqeg5lg33uf72apa8g,anc-ust,58158710,58158000,710
terra1932ucgvtt3rp5xf9hlhys3ufhtgess5ftlqf75,loop-ust,10610850,10610000,850
terra1r22a33kr9rtyn54xqedtk7cfgz97d0dt4l223l,loop-ust,7330767,7330000,767
terra1q99eqdw6wy2mfszxapf3a32s8qf2x0ueh3mt2m,loop-halo,222511449,222511000,449
terra1sk7rqm7rp80uavtzx0mkcdeq3uspzqlndps80e,bluna-luna,1974082751,1974082000,751
terra1ddtqa0cg8psk2y4gh7a79aatsentppffmhc04g,loop-ust,12757177,12757000,177
terra18s5lmssdgz7rg0z3rndpthqzgadpdw807r7skc,loop-ust,21440298,21440000,298
